orig_family,orig_name,orig_author,orig_binomial,orig_genus,orig_species,orig_infraspecies_rank,orig_infraspecies,sp6,wcvp_matched_name,wcvp_matched_authors,wcvp_matched_rank,wcvp_matched_status,wcvp_matched_plant_name_id,wcvp_matched_ipni_id,match_similarity,wcvp_accepted_plant_name_id,wcvp_accepted_powo_id,wcvp_accepted_ipni_id,wcvp_accepted_name,wcvp_accepted_name_genus,wcvp_accepted_name_species,wcvp_accepted_name_rank,wcvp_accepted_family,wcvp_accepted_name_infraspecific_rank,wcvp_accepted_name_infraspecies,wcvp_accepted_author,wcvp_accepted_authority,wcvp_lifeform_description,origmatches,row_id,wcvp_matched_name_gbif_id,wcvp_matched_name_gbif_scientificName,wcvp_matched_name_gbif_matchtype,wcvp_matched_name_gbif_status,wcvp_matched_name_gbif_acceptedScientificName,wcvp_accepted_name_gbif_id,wcvp_accepted_name_gbif_scientificName,wcvp_accepted_name_gbif_matchtype,wcvp_accepted_name_gbif_status,wcvp_accepted_name_gbif_acceptedScientificName
Fabaceae,Inga laurina,(Sw.) Willd.,Inga laurina,Inga,laurina,,,INGAFA,Inga laurina,(Sw.) Willd.,Species,Accepted,2865412,1199545-2,1,2865412,1199545-2,1199545-2,Inga laurina,Inga,laurina,Species,Fabaceae,,,Willd.,(Sw.) Willd.,tree,TRUE,158,5358039,Inga laurina (Sw.) Willd.,EXACT,ACCEPTED,,5358039,Inga laurina (Sw.) Willd.,EXACT,ACCEPTED,
Fabaceae,Inga marginata,Willd.,Inga marginata,Inga,marginata,,,INGAMA,Inga marginata,Willd.,Species,Accepted,2865462,128599-2,1,2865462,128599-2,128599-2,Inga marginata,Inga,marginata,Species,Fabaceae,,,Willd.,Willd.,tree,TRUE,159,7546887,Inga marginata Willd.,EXACT,ACCEPTED,,7546887,Inga marginata Willd.,EXACT,ACCEPTED,
Fabaceae,Inga mucuna,Walp.,Inga mucuna,Inga,mucuna,,,INGAM1,Inga mucuna,Walp.,Species,Accepted,2865507,500629-1,1,2865507,500629-1,500629-1,Inga mucuna,Inga,mucuna,Species,Fabaceae,,,Walp.,Walp.,tree,TRUE,160,5358088,Inga mucuna Walp.,EXACT,ACCEPTED,,5358088,Inga mucuna Walp.,EXACT,ACCEPTED,
Fabaceae,Inga multijuga,Benth.,Inga multijuga,Inga,multijuga,,,INGAM2,Inga multijuga,Benth.,Species,Accepted,2865510,128628-2,1,2865510,128628-2,128628-2,Inga multijuga,Inga,multijuga,Species,Fabaceae,,,Benth.,Benth.,tree,TRUE,161,5357635,Inga multijuga Benth.,EXACT,ACCEPTED,,5357635,Inga multijuga Benth.,EXACT,ACCEPTED,
Fabaceae,Inga nobilis,Willd.,Inga nobilis,Inga,nobilis,,,INGAQU,Inga nobilis,Willd.,Species,Accepted,2865524,128633-2,1,2865524,128633-2,128633-2,Inga nobilis,Inga,nobilis,Species,Fabaceae,,,Willd.,Willd.,tree,TRUE,162,5357519,Inga nobilis Willd.,EXACT,ACCEPTED,,5357519,Inga nobilis Willd.,EXACT,ACCEPTED,
Fabaceae,Inga oerstediana,Benth.,Inga oerstediana,Inga,oerstediana,,,INGAMI,Inga oerstediana,Benth.,Species,Accepted,2865547,128647-2,1,2865547,128647-2,128647-2,Inga oerstediana,Inga,oerstediana,Species,Fabaceae,,,Benth.,Benth.,tree,TRUE,163,5358014,Inga oerstediana Benth.,EXACT,ACCEPTED,,5358014,Inga oerstediana Benth.,EXACT,ACCEPTED,
Fabaceae,Inga pauciflora,Walp. & Duchass.,Inga pauciflora,Inga,pauciflora,,,INGAPA,Inga pauciflora,Walp. & Duchass.,Species,Accepted,2865574,500682-1,1,2865574,500682-1,500682-1,Inga pauciflora,Inga,pauciflora,Species,Fabaceae,,,Walp. & Duchass.,Walp. & Duchass.,tree,TRUE,164,5357820,Inga pauciflora Walp. & Duchass.,EXACT,ACCEPTED,,5357820,Inga pauciflora Walp. & Duchass.,EXACT,ACCEPTED,
Fabaceae,Inga pezizifera,Benth.,Inga pezizifera,Inga,pezizifera,,,INGAPE,Inga pezizifera,Benth.,Species,Accepted,2865587,128673-2,1,2865587,128673-2,128673-2,Inga pezizifera,Inga,pezizifera,Species,Fabaceae,,,Benth.,Benth.,tree,TRUE,165,5357576,Inga pezizifera Benth.,EXACT,ACCEPTED,,5357576,Inga pezizifera Benth.,EXACT,ACCEPTED,
Fabaceae,Inga polita,Killip,Inga polita,Inga,polita,,,INGAP1,Inga polita,Killip,Species,Accepted,2865606,500709-1,1,2865606,500709-1,500709-1,Inga polita,Inga,polita,Species,Fabaceae,,,Killip,Killip,tree,TRUE,166,5357766,Inga polita Killip,EXACT,ACCEPTED,,5357766,Inga polita Killip,EXACT,ACCEPTED,
Fabaceae,Inga portobellensis,Beurl.,Inga portobellensis,Inga,portobellensis,,,INGAPO,Inga portobellensis,Beurl.,Species,Accepted,2865611,500713-1,1,2865611,500713-1,500713-1,Inga portobellensis,Inga,portobellensis,Species,Fabaceae,,,Beurl.,Beurl.,tree,TRUE,167,5357704,Inga portobellensis Beurl.,EXACT,ACCEPTED,,5357704,Inga portobellensis Beurl.,EXACT,ACCEPTED,
Fabaceae,Inga sapindoides,Willd.,Inga sapindoides,Inga,sapindoides,,,INGASA,Inga sapindoides,Willd.,Species,Accepted,2865696,128732-2,1,2865696,128732-2,128732-2,Inga sapindoides,Inga,sapindoides,Species,Fabaceae,,,Willd.,Willd.,tree,TRUE,168,5357706,Inga sapindoides Willd.,EXACT,ACCEPTED,,5357706,Inga sapindoides Willd.,EXACT,ACCEPTED,
Fabaceae,Inga sertulifera,DC.,Inga sertulifera,Inga,sertulifera,,,INGASE,Inga sertulifera,DC.,Species,Accepted,2865719,500808-1,1,2865719,500808-1,500808-1,Inga sertulifera,Inga,sertulifera,Species,Fabaceae,,,DC.,DC.,tree,TRUE,169,5357619,Inga sertulifera DC.,EXACT,ACCEPTED,,5357619,Inga sertulifera DC.,EXACT,ACCEPTED,
Fabaceae,Inga spectabilis,(Vahl) Willd.,Inga spectabilis,Inga,spectabilis,,,INGASP,Inga spectabilis,(Vahl) Willd.,Species,Accepted,2865742,1122303-2,1,2865742,1122303-2,1122303-2,Inga spectabilis,Inga,spectabilis,Species,Fabaceae,,,Willd.,(Vahl) Willd.,tree,TRUE,170,5357491,Inga spectabilis (Vahl) Willd.,EXACT,ACCEPTED,,5357491,Inga spectabilis (Vahl) Willd.,EXACT,ACCEPTED,
Fabaceae,Inga thibaudiana,DC.,Inga thibaudiana,Inga,thibaudiana,,,INGATH,Inga thibaudiana,DC.,Species,Accepted,2865810,128789-2,1,2865810,128789-2,128789-2,Inga thibaudiana,Inga,thibaudiana,Species,Fabaceae,,,DC.,DC.,tree,TRUE,171,5357991,Inga thibaudiana DC.,EXACT,ACCEPTED,,5357991,Inga thibaudiana DC.,EXACT,ACCEPTED,
Fabaceae,Inga umbellifera,(Vahl) DC.,Inga umbellifera,Inga,umbellifera,,,INGAUM,Inga umbellifera,(Vahl) Steud.,Species,Accepted,2865832,1035636-2,1,2865832,1035636-2,1035636-2,Inga umbellifera,Inga,umbellifera,Species,Fabaceae,,,Steud.,(Vahl) Steud.,tree,TRUE,172,7703842,Inga umbellifera (Vahl) Steud.,EXACT,SYNONYM,Inga umbellifera (Vahl) Steud. ex DC.,7703842,Inga umbellifera (Vahl) Steud.,EXACT,SYNONYM,Inga umbellifera (Vahl) Steud. ex DC.
Fabaceae,Inga urceolata,N.Zamora,Inga urceolata,Inga,urceolata,,,INGAUR,Inga urceolata,N.Zamora,Species,Accepted,2865844,278821-2,1,2865844,278821-2,278821-2,Inga urceolata,Inga,urceolata,Species,Fabaceae,,,N.Zamora,N.Zamora,tree,TRUE,173,5358125,Inga urceolata N.Zamora,EXACT,ACCEPTED,,5358125,Inga urceolata N.Zamora,EXACT,ACCEPTED,
Fabaceae,Inga vera,Willd.,Inga vera,Inga,vera,,,INGAVE,Inga vera,Willd.,Species,Accepted,2865854,1006087-2,1,2865854,1006087-2,1006087-2,Inga vera,Inga,vera,Species,Fabaceae,,,Willd.,Willd.,tree,TRUE,174,5357680,Inga vera Willd.,EXACT,ACCEPTED,,5357680,Inga vera Willd.,EXACT,ACCEPTED,
Arecaceae,Iriartea deltoidea,Ruiz & Pav.,Iriartea deltoidea,Iriartea,deltoidea,,,IRIADE,Iriartea deltoidea,Ruiz & Pav.,Species,Accepted,102648,667594-1,1,102648,667594-1,667594-1,Iriartea deltoidea,Iriartea,deltoidea,Species,Arecaceae,,,Ruiz & Pav.,Ruiz & Pav.,tree,TRUE,175,2739059,Iriartea deltoidea Ruiz & Pav.,EXACT,ACCEPTED,,2739059,Iriartea deltoidea Ruiz & Pav.,EXACT,ACCEPTED,
Myristicaceae,Iryanthera hostmannii,(Benth.) Warb.,Iryanthera hostmannii,Iryanthera,hostmannii,,,IRYAUL,Iryanthera hostmannii,(Benth.) Warb.,Species,Accepted,2866824,585810-1,1,2866824,585810-1,585810-1,Iryanthera hostmannii,Iryanthera,hostmannii,Species,Myristicaceae,,,Warb.,(Benth.) Warb.,tree,TRUE,176,3743981,Iryanthera hostmannii (Benth.) Warb.,EXACT,ACCEPTED,,3743981,Iryanthera hostmannii (Benth.) Warb.,EXACT,ACCEPTED,
Lacistemataceae,Lacistema aggregatum,(P.J.Bergius) Rusby,Lacistema aggregatum,Lacistema,aggregatum,,,LACIAG,Lacistema aggregatum,(P.J.Bergius) Rusby,Species,Accepted,2348725,134457-2,1,2348725,134457-2,134457-2,Lacistema aggregatum,Lacistema,aggregatum,Species,Lacistemataceae,,,Rusby,(P.J.Bergius) Rusby,shrub or tree,TRUE,177,3075397,Lacistema aggregatum (P.J.Bergius) Rusby,EXACT,ACCEPTED,,3075397,Lacistema aggregatum (P.J.Bergius) Rusby,EXACT,ACCEPTED,
Apocynaceae,Lacmellea panamensis,(Woodson) Markgr.,Lacmellea panamensis,Lacmellea,panamensis,,,LACMPA,Lacmellea panamensis,(Woodson) Markgr.,Species,Accepted,106779,134499-2,1,106779,134499-2,134499-2,Lacmellea panamensis,Lacmellea,panamensis,Species,Apocynaceae,,,Markgr.,(Woodson) Markgr.,tree,TRUE,178,3617831,Lacmellea panamensis (Woodson) Markgr.,EXACT,ACCEPTED,,3617831,Lacmellea panamensis (Woodson) Markgr.,EXACT,ACCEPTED,
Apocynaceae,Lacmellea speciosa,Woodson,Lacmellea speciosa,Lacmellea,speciosa,,,LACMSP,Lacmellea speciosa,Woodson,Species,Accepted,106786,134506-2,1,106786,134506-2,134506-2,Lacmellea speciosa,Lacmellea,speciosa,Species,Apocynaceae,,,Woodson,Woodson,tree,TRUE,179,3617727,Lacmellea speciosa Woodson,EXACT,ACCEPTED,,3617727,Lacmellea speciosa Woodson,EXACT,ACCEPTED,
Lecythidaceae,Lecythis mesophylla,S.A.Mori,Lecythis mesophylla,Lecythis,mesophylla,,,LECYME,Lecythis mesophylla,S.A.Mori,Species,Accepted,313040,136951-2,1,313040,136951-2,136951-2,Lecythis mesophylla,Lecythis,mesophylla,Species,Lecythidaceae,,,S.A.Mori,S.A.Mori,tree,TRUE,180,3082391,Lecythis mesophylla S.A.Mori,EXACT,ACCEPTED,,3082391,Lecythis mesophylla S.A.Mori,EXACT,ACCEPTED,
Violaceae,Leonia glycycarpa,Ruiz & Pav.,Leonia glycycarpa,Leonia,glycycarpa,,,LEONGL,Leonia glycycarpa,Ruiz & Pav.,Species,Accepted,2497293,866956-1,1,2497293,866956-1,866956-1,Leonia glycycarpa,Leonia,glycycarpa,Species,Violaceae,,,Ruiz & Pav.,Ruiz & Pav.,tree,TRUE,181,7296446,Leonia glycycarpa Ruiz & Pav.,EXACT,ACCEPTED,,7296446,Leonia glycycarpa Ruiz & Pav.,EXACT,ACCEPTED,
Achariaceae,Lindackeria laurina,C.Presl,Lindackeria laurina,Lindackeria,laurina,,,LINDLA,Lindackeria laurina,C.Presl,Species,Accepted,2922734,111811-1,1,2922734,111811-1,111811-1,Lindackeria laurina,Lindackeria,laurina,Species,Achariaceae,,,C.Presl,C.Presl,tree,TRUE,182,3879668,Lindackeria laurina C.Presl,EXACT,ACCEPTED,,3879668,Lindackeria laurina C.Presl,EXACT,ACCEPTED,
Fabaceae,Lonchocarpus caudatus,Pittier,Lonchocarpus caudatus,Lonchocarpus,caudatus,,,,Lonchocarpus caudatus,Pittier,Species,Accepted,2346150,143245-2,1,2346150,143245-2,143245-2,Lonchocarpus caudatus,Lonchocarpus,caudatus,Species,Fabaceae,,,Pittier,Pittier,tree,TRUE,183,2969131,Lonchocarpus caudatus Pittier,EXACT,ACCEPTED,,2969131,Lonchocarpus caudatus Pittier,EXACT,ACCEPTED,
Fabaceae,Lonchocarpus heptaphyllus,(Poir.) DC.,Lonchocarpus heptaphyllus,Lonchocarpus,heptaphyllus,,,LONCLA,Lonchocarpus heptaphyllus,(Poir.) DC.,Species,Accepted,2346096,502971-1,1,2346096,502971-1,502971-1,Lonchocarpus heptaphyllus,Lonchocarpus,heptaphyllus,Species,Fabaceae,,,DC.,(Poir.) DC.,tree,TRUE,184,2969089,Lonchocarpus heptaphyllus (Poir.) DC.,EXACT,ACCEPTED,,2969089,Lonchocarpus heptaphyllus (Poir.) DC.,EXACT,ACCEPTED,
Fabaceae,Lonchocarpus macrophyllus,Kunth,Lonchocarpus macrophyllus,Lonchocarpus,macrophyllus,,,LONCMA,Lonchocarpus macrophyllus,Kunth,Species,Accepted,2346232,503009-1,1,2346232,503009-1,503009-1,Lonchocarpus macrophyllus,Lonchocarpus,macrophyllus,Species,Fabaceae,,,Kunth,Kunth,tree,TRUE,185,2969045,Lonchocarpus macrophyllus Kunth,EXACT,ACCEPTED,,2969045,Lonchocarpus macrophyllus Kunth,EXACT,ACCEPTED,
Fabaceae,Lonchocarpus oliganthus,F.J.Herm.,Lonchocarpus oliganthus,Lonchocarpus,oliganthus,,,LONCOL,Lonchocarpus oliganthus,F.J.Herm.,Species,Accepted,2344843,143351-2,1,2344843,143351-2,143351-2,Lonchocarpus oliganthus,Lonchocarpus,oliganthus,Species,Fabaceae,,,F.J.Herm.,F.J.Herm.,tree,TRUE,186,2969225,Lonchocarpus oliganthus F.J.Herm.,EXACT,ACCEPTED,,2969225,Lonchocarpus oliganthus F.J.Herm.,EXACT,ACCEPTED,
Lacistemataceae,Lozania pittieri,(S.F.Blake) L.B.Sm.,Lozania pittieri,Lozania,pittieri,,,LOZAPI,Lozania pittieri,(S.F.Blake) L.B.Sm.,Species,Accepted,2348744,144138-2,1,2348744,144138-2,144138-2,Lozania pittieri,Lozania,pittieri,Species,Lacistemataceae,,,L.B.Sm.,(S.F.Blake) L.B.Sm.,shrub or tree,TRUE,187,3075439,Lozania pittieri (S.F.Blake) L.B.Sm.,EXACT,ACCEPTED,,3075439,Lozania pittieri (S.F.Blake) L.B.Sm.,EXACT,ACCEPTED,
Malvaceae,Luehea seemannii,Triana & Planch.,Luehea seemannii,Luehea,seemannii,,,LUEHSE,Luehea seemannii,Triana & Planch.,Species,Accepted,2496835,834758-1,1,2496835,834758-1,834758-1,Luehea seemannii,Luehea,seemannii,Species,Malvaceae,,,Triana & Planch.,Triana & Planch.,tree,TRUE,188,7149790,Luehea seemannii Planch. & Triana,EXACT,ACCEPTED,,7149790,Luehea seemannii Planch. & Triana,EXACT,ACCEPTED,
Salicaceae,Lunania mexicana,Brandegee,Lunania mexicana,Lunania,mexicana,,,LUNAPI,Lunania mexicana,Brandegee,Species,Accepted,2922714,144632-2,1,2922714,144632-2,144632-2,Lunania mexicana,Lunania,mexicana,Species,Salicaceae,,,Brandegee,Brandegee,tree,TRUE,189,8186693,Lunania mexicana Brandegee,EXACT,ACCEPTED,,8186693,Lunania mexicana Brandegee,EXACT,ACCEPTED,
Salicaceae,Lunania parviflora,Spruce ex Benth.,Lunania parviflora,Lunania,parviflora,,,LUNAPA,Lunania parviflora,Spruce ex Benth.,Species,Accepted,2922836,779887-1,1,2922836,779887-1,779887-1,Lunania parviflora,Lunania,parviflora,Species,Salicaceae,,,Spruce ex Benth.,Spruce ex Benth.,tree,TRUE,190,3879038,Lunania parviflora Spruce ex Benth.,EXACT,ACCEPTED,,3879038,Lunania parviflora Spruce ex Benth.,EXACT,ACCEPTED,
Euphorbiaceae,Mabea occidentalis,Benth. in Hook.,Mabea occidentalis,Mabea,occidentalis,,,MABEOC,Mabea occidentalis,Benth.,Species,Accepted,116188,280157-2,1,116188,280157-2,280157-2,Mabea occidentalis,Mabea,occidentalis,Species,Euphorbiaceae,,,Benth.,Benth.,shrub or tree,TRUE,191,3071832,Mabea occidentalis Benth.,EXACT,ACCEPTED,,3071832,Mabea occidentalis Benth.,EXACT,ACCEPTED,
Fabaceae,Machaerium biovulatum,Micheli,Machaerium biovulatum,Machaerium,biovulatum,,,MACHBI,Machaerium biovulatum,Micheli,Species,Accepted,2365728,148466-2,1,2365728,148466-2,148466-2,Machaerium biovulatum,Machaerium,biovulatum,Species,Fabaceae,,,Micheli,Micheli,tree,TRUE,192,5355033,Machaerium biovulatum Micheli,EXACT,ACCEPTED,,5355033,Machaerium biovulatum Micheli,EXACT,ACCEPTED,
Fabaceae,Machaerium capote,Triana ex Dugand,Machaerium capote,Machaerium,capote,,,,Machaerium capote,Triana ex Dugand,Species,Accepted,2365719,148477-2,1,2365719,148477-2,148477-2,Machaerium capote,Machaerium,capote,Species,Fabaceae,,,Triana ex Dugand,Triana ex Dugand,tree,TRUE,193,5354954,Machaerium capote Triana ex Dugand,EXACT,ACCEPTED,,5354954,Machaerium capote Triana ex Dugand,EXACT,ACCEPTED,
Rubiaceae,Macrocnemum roseum,Wedd.,Macrocnemum roseum,Macrocnemum,roseum,,,MACRGL,Macrocnemum roseum,(Ruiz & Pav.) Wedd.,Species,Accepted,117033,755513-1,1,117033,755513-1,755513-1,Macrocnemum roseum,Macrocnemum,roseum,Species,Rubiaceae,,,Wedd.,(Ruiz & Pav.) Wedd.,shrub or tree,TRUE,194,2895641,Macrocnemum roseum (Ruiz & Pav.) Wedd.,EXACT,ACCEPTED,,2895641,Macrocnemum roseum (Ruiz & Pav.) Wedd.,EXACT,ACCEPTED,
Magnoliaceae,Magnolia sambuensis,(Pittier) Govaerts,Magnolia sambuensis,Magnolia,sambuensis,,,TALASA,Magnolia sambuensis,(Pittier) Govaerts,Species,Accepted,117812,991437-1,1,117812,991437-1,991437-1,Magnolia sambuensis,Magnolia,sambuensis,Species,Magnoliaceae,,,Govaerts,(Pittier) Govaerts,tree,TRUE,195,3153578,Magnolia sambuensis (Pittier) Govaerts,EXACT,ACCEPTED,,3153578,Magnolia sambuensis (Pittier) Govaerts,EXACT,ACCEPTED,
Moraceae,Maquira guianensis,Aubl.,Maquira guianensis,Maquira,guianensis,,,MAQUCO,Maquira guianensis,Aubl.,Species,Accepted,2501266,854491-1,1,2501266,854491-1,854491-1,Maquira guianensis,Maquira,guianensis,Species,Moraceae,,,Aubl.,Aubl.,tree,TRUE,196,3763686,Maquira guianensis Aubl.,EXACT,ACCEPTED,,3763686,Maquira guianensis Aubl.,EXACT,ACCEPTED,
Sapindaceae,Matayba scrobiculata,Radlk.,Matayba scrobiculata,Matayba,scrobiculata,,,MATASC,Matayba scrobiculata,Radlk.,Species,Accepted,2510232,783637-1,1,2510232,783637-1,783637-1,Matayba scrobiculata,Matayba,scrobiculata,Species,Sapindaceae,,,Radlk.,Radlk.,tree,TRUE,197,3784004,Matayba scrobiculata (Kunth) Radlk.,EXACT,ACCEPTED,,3784004,Matayba scrobiculata (Kunth) Radlk.,EXACT,ACCEPTED,
Malvaceae,Matisia bracteolosa,Ducke,Matisia bracteolosa,Matisia,bracteolosa,,,MATIBR,Matisia bracteolosa,Ducke,Species,Accepted,2359229,154675-2,1,2359229,154675-2,154675-2,Matisia bracteolosa,Matisia,bracteolosa,Species,Malvaceae,,,Ducke,Ducke,tree,TRUE,198,4073984,Matisia bracteolosa Ducke,EXACT,ACCEPTED,,4073984,Matisia bracteolosa Ducke,EXACT,ACCEPTED,
Malvaceae,Matisia cordata,Bonpl.,Matisia cordata,Matisia,cordata,,,MATICO,Matisia cordata,Bonpl.,Species,Accepted,2359257,562392-1,1,2359257,562392-1,562392-1,Matisia cordata,Matisia,cordata,Species,Malvaceae,,,Bonpl.,Bonpl.,tree,TRUE,199,4073924,Matisia cordata Humb. & Bonpl.,EXACT,ACCEPTED,,4073924,Matisia cordata Humb. & Bonpl.,EXACT,ACCEPTED,
Malvaceae,Matisia ochrocalyx,K.Schum.,Matisia ochrocalyx,Matisia,ochrocalyx,,,MATIOC,Matisia ochrocalyx,K.Schum.,Species,Accepted,2358844,154702-2,1,2358844,154702-2,154702-2,Matisia ochrocalyx,Matisia,ochrocalyx,Species,Malvaceae,,,K.Schum.,K.Schum.,tree,TRUE,200,4073635,Matisia ochrocalyx K.Schum.,EXACT,ACCEPTED,,4073635,Matisia ochrocalyx K.Schum.,EXACT,ACCEPTED,
Malvaceae,Matisia pacifica,Fern.Alonso,Matisia pacifica,Matisia,pacifica,,,,Matisia pacifica,Fern.Alonso,Species,Accepted,2914373,77120983-1,1,2914373,77120983-1,77120983-1,Matisia pacifica,Matisia,pacifica,Species,Malvaceae,,,Fern.Alonso,Fern.Alonso,tree,TRUE,201,7746200,Matisia pacifica Fern.Alonso,EXACT,ACCEPTED,,7746200,Matisia pacifica Fern.Alonso,EXACT,ACCEPTED,
Malvaceae,Matisia sanblasensis,(A.Robyns) Cuatrec.,Matisia sanblasensis,Matisia,sanblasensis,,,MATISA,Matisia sanblasensis,(A.Robyns) Cuatrec.,Species,Accepted,2358851,154707-2,1,2358851,154707-2,154707-2,Matisia sanblasensis,Matisia,sanblasensis,Species,Malvaceae,,,Cuatrec.,(A.Robyns) Cuatrec.,tree,TRUE,202,4073568,Matisia sanblasensis (A.Robyns) Cuatrec.,EXACT,ACCEPTED,,4073568,Matisia sanblasensis (A.Robyns) Cuatrec.,EXACT,ACCEPTED,
Achariaceae,Mayna odorata,Aubl.,Mayna odorata,Mayna,odorata,,,MAYNOD,Mayna odorata,Aubl.,Species,Accepted,2922881,111855-1,1,2922881,111855-1,111855-1,Mayna odorata,Mayna,odorata,Species,Achariaceae,,,Aubl.,Aubl.,shrub or tree,TRUE,203,3878638,Mayna odorata Aubl.,EXACT,ACCEPTED,,3878638,Mayna odorata Aubl.,EXACT,ACCEPTED,
Melastomataceae,Miconia affinis,DC.,Miconia affinis,Miconia,affinis,,,MICOAF,Miconia affinis,DC.,Species,Accepted,3019971,158685-2,1,3019971,158685-2,158685-2,Miconia affinis,Miconia,affinis,Species,Melastomataceae,,,DC.,DC.,tree,TRUE,204,3188559,Miconia affinis DC.,EXACT,ACCEPTED,,3188559,Miconia affinis DC.,EXACT,ACCEPTED,
Melastomataceae,Miconia dentata,(D.Don) Michelang.,Miconia dentata,Miconia,dentata,,,CLIDDE,Miconia dentata,(D.Don) Michelang.,Species,Accepted,3245179,77207400-1,1,3245179,77207400-1,77207400-1,Miconia dentata,Miconia,dentata,Species,Melastomataceae,,,Michelang.,(D.Don) Michelang.,,TRUE,205,10677735,Miconia dentata (D.Don) Michelang.,EXACT,ACCEPTED,,10677735,Miconia dentata (D.Don) Michelang.,EXACT,ACCEPTED,
Melastomataceae,Miconia dissitinervia,"Kriebel, Almeda & A.Estrada",Miconia dissitinervia,Miconia,dissitinervia,,,,Miconia dissitinervia,"Kriebel, Almeda & A.Estrada",Species,Accepted,3025160,60442571-2,1,3025160,60442571-2,60442571-2,Miconia dissitinervia,Miconia,dissitinervia,Species,Melastomataceae,,,"Kriebel, Almeda & A.Estrada","Kriebel, Almeda & A.Estrada",,TRUE,206,3867550,"Miconia dissitinervia Kriebel, Almeda & A.Estrada",EXACT,ACCEPTED,,3867550,"Miconia dissitinervia Kriebel, Almeda & A.Estrada",EXACT,ACCEPTED,
Melastomataceae,Miconia elata,(Sw.) DC.,Miconia elata,Miconia,elata,,,MICOEL,Miconia elata,(Sw.) DC.,Species,Accepted,3020315,1092872-2,1,3020315,1092872-2,1092872-2,Miconia elata,Miconia,elata,Species,Melastomataceae,,,DC.,(Sw.) DC.,tree,TRUE,207,3866980,Miconia elata (Sw.) DC.,EXACT,ACCEPTED,,3866980,Miconia elata (Sw.) DC.,EXACT,ACCEPTED,
Melastomataceae,Miconia hondurensis,Donn.Sm.,Miconia hondurensis,Miconia,hondurensis,,,MICOHO,Miconia hondurensis,Donn.Sm.,Species,Accepted,3020437,159172-2,1,3020437,159172-2,159172-2,Miconia hondurensis,Miconia,hondurensis,Species,Melastomataceae,,,Donn.Sm.,Donn.Sm.,,TRUE,208,3864206,Miconia hondurensis Donn.Sm.,EXACT,ACCEPTED,,3864206,Miconia hondurensis Donn.Sm.,EXACT,ACCEPTED,
Melastomataceae,Miconia nervosa,Triana,Miconia nervosa,Miconia,nervosa,,,MICONE,Miconia nervosa,(Sm.) Triana,Species,Accepted,3020691,572835-1,1,3020691,572835-1,572835-1,Miconia nervosa,Miconia,nervosa,Species,Melastomataceae,,,Triana,(Sm.) Triana,,TRUE,209,3859839,Miconia nervosa (Sm.) Triana,EXACT,ACCEPTED,,3859839,Miconia nervosa (Sm.) Triana,EXACT,ACCEPTED,
Melastomataceae,Miconia poeppigii,Triana,Miconia poeppigii,Miconia,poeppigii,,,MICOPO,Miconia poeppigii,Triana,Species,Accepted,3020800,159532-2,1,3020800,159532-2,159532-2,Miconia poeppigii,Miconia,poeppigii,Species,Melastomataceae,,,Triana,Triana,tree,TRUE,210,3871048,Miconia poeppigii Triana,EXACT,ACCEPTED,,3871048,Miconia poeppigii Triana,EXACT,ACCEPTED,
Melastomataceae,Miconia trichocalyx,(Pittier) Michelang. & Judd,Miconia trichocalyx,Miconia,trichocalyx,,,,Miconia trichocalyx,(Pittier) Michelang. & Judd,Species,Accepted,3275208,77214983-1,1,3275208,77214983-1,77214983-1,Miconia trichocalyx,Miconia,trichocalyx,Species,Melastomataceae,,,Michelang. & Judd,(Pittier) Michelang. & Judd,scrambling shrub,TRUE,211,11171156,Miconia trichocalyx (Pittier) Michelang. & Judd,EXACT,ACCEPTED,,11171156,Miconia trichocalyx (Pittier) Michelang. & Judd,EXACT,ACCEPTED,
Melastomataceae,Miconia trinervia,D.Don ex Loudon,Miconia trinervia,Miconia,trinervia,,,MICOTR,Miconia trinervia,(Sw.) D.Don ex G.Don,Species,Accepted,3021088,573323-1,1,3021088,573323-1,573323-1,Miconia trinervia,Miconia,trinervia,Species,Melastomataceae,,,D.Don ex G.Don,(Sw.) D.Don ex G.Don,tree,TRUE,212,3863803,Miconia trinervia (Sw.) D.Don ex Loudon,EXACT,ACCEPTED,,3863803,Miconia trinervia (Sw.) D.Don ex Loudon,EXACT,ACCEPTED,
Sapotaceae,Micropholis venulosa,Pierre,Micropholis venulosa,Micropholis,venulosa,,,MICRVE,Micropholis venulosa,(Mart. & Eichler) Pierre,Species,Accepted,127590,160417-2,1,127590,160417-2,160417-2,Micropholis venulosa,Micropholis,venulosa,Species,Sapotaceae,,,Pierre,(Mart. & Eichler) Pierre,shrub or tree,TRUE,213,5333937,Micropholis venulosa (Mart. & Eichler) Pierre,EXACT,ACCEPTED,,5333937,Micropholis venulosa (Mart. & Eichler) Pierre,EXACT,ACCEPTED,
Olacaceae,Minquartia guianensis,Aubl.,Minquartia guianensis,Minquartia,guianensis,,,MINQGU,Minquartia guianensis,Aubl.,Species,Accepted,2502112,110121-1,1,2502112,110121-1,110121-1,Minquartia guianensis,Minquartia,guianensis,Species,Olacaceae,,,Aubl.,Aubl.,tree,TRUE,214,3686157,Minquartia guianensis Aubl.,EXACT,ACCEPTED,,3686157,Minquartia guianensis Aubl.,EXACT,ACCEPTED,
