orig_family,orig_name,orig_author,orig_binomial,orig_genus,orig_species,orig_infraspecies_rank,orig_infraspecies,sp6,wcvp_matched_name,wcvp_matched_authors,wcvp_matched_rank,wcvp_matched_status,wcvp_matched_plant_name_id,wcvp_matched_ipni_id,match_similarity,wcvp_accepted_plant_name_id,wcvp_accepted_powo_id,wcvp_accepted_ipni_id,wcvp_accepted_name,wcvp_accepted_name_genus,wcvp_accepted_name_species,wcvp_accepted_name_rank,wcvp_accepted_family,wcvp_accepted_name_infraspecific_rank,wcvp_accepted_name_infraspecies,wcvp_accepted_author,wcvp_accepted_authority,wcvp_lifeform_description,origmatches,row_id,wcvp_matched_name_gbif_id,wcvp_matched_name_gbif_scientificName,wcvp_matched_name_gbif_matchtype,wcvp_matched_name_gbif_status,wcvp_matched_name_gbif_acceptedScientificName,wcvp_accepted_name_gbif_id,wcvp_accepted_name_gbif_scientificName,wcvp_accepted_name_gbif_matchtype,wcvp_accepted_name_gbif_status,wcvp_accepted_name_gbif_acceptedScientificName
Urticaceae,Pourouma cecropiifolia,Mart.,Pourouma cecropiifolia,Pourouma,cecropiifolia,,,,Pourouma cecropiifolia,Mart.,Species,Accepted,2408635,2856079-1,1,2408635,2856079-1,2856079-1,Pourouma cecropiifolia,Pourouma,cecropiifolia,Species,Urticaceae,,,Mart.,Mart.,tree,TRUE,270,4013508,Pourouma cecropiifolia Mart.,EXACT,ACCEPTED,,4013508,Pourouma cecropiifolia Mart.,EXACT,ACCEPTED,
Sapotaceae,Pouteria buenaventurensis,(Aubrév.) Pilz,Pouteria buenaventurensis,Pouteria,buenaventurensis,,,POUTBU,Pouteria buenaventurensis,(Aubrév.) Pilz,Species,Accepted,163971,209707-2,1,163971,209707-2,209707-2,Pouteria buenaventurensis,Pouteria,buenaventurensis,Species,Sapotaceae,,,Pilz,(Aubrév.) Pilz,tree,TRUE,271,2884178,Pouteria buenaventurensis (Aubrév.) Pilz,EXACT,ACCEPTED,,2884178,Pouteria buenaventurensis (Aubrév.) Pilz,EXACT,ACCEPTED,
Sapotaceae,Pouteria caimito,Radlk.,Pouteria caimito,Pouteria,caimito,,,POUTC2,Pouteria caimito,(Ruiz & Pav.) Radlk.,Species,Accepted,163978,788845-1,1,163978,788845-1,788845-1,Pouteria caimito,Pouteria,caimito,Species,Sapotaceae,,,Radlk.,(Ruiz & Pav.) Radlk.,tree,TRUE,272,2884788,Pouteria caimito (Ruiz & Pav.) Radlk.,EXACT,ACCEPTED,,2884788,Pouteria caimito (Ruiz & Pav.) Radlk.,EXACT,ACCEPTED,
Sapotaceae,Pouteria calistophylla,(Standl.) Baehni,Pouteria calistophylla,Pouteria,calistophylla,,,POUTC1,Pouteria calistophylla,(Standl.) Baehni,Species,Accepted,163982,788847-1,1,163982,788847-1,788847-1,Pouteria calistophylla,Pouteria,calistophylla,Species,Sapotaceae,,,Baehni,(Standl.) Baehni,tree,TRUE,273,2884569,Pouteria calistophylla (Standl.) Baehni,EXACT,ACCEPTED,,2884569,Pouteria calistophylla (Standl.) Baehni,EXACT,ACCEPTED,
Sapotaceae,Pouteria campechiana,(Kunth) Baehni,Pouteria campechiana,Pouteria,campechiana,,,POUTCA,Pouteria campechiana,(Kunth) Baehni,Species,Synonym,163988,209714-2,1,115309,787237-1,787237-1,Lucuma campechiana,Lucuma,campechiana,Species,Sapotaceae,,,Kunth,Kunth,tree,TRUE,274,2884309,Pouteria campechiana (Kunth) Baehni,EXACT,ACCEPTED,,2884321,Lucuma campechiana Kunth,EXACT,SYNONYM,Pouteria campechiana (Kunth) Baehni
Sapotaceae,Pouteria fossicola,Cronquist,Pouteria fossicola,Pouteria,fossicola,,,POUTFO,Pouteria fossicola,Cronquist,Species,Accepted,164120,209769-2,1,164120,209769-2,209769-2,Pouteria fossicola,Pouteria,fossicola,Species,Sapotaceae,,,Cronquist,Cronquist,tree,TRUE,275,2884117,Pouteria fossicola Cronquist,EXACT,ACCEPTED,,2884117,Pouteria fossicola Cronquist,EXACT,ACCEPTED,
Sapotaceae,Pouteria reticulata,(Engl.) Eyma,Pouteria reticulata,Pouteria,reticulata,,,POUTRE,Pouteria reticulata,(Engl.) Eyma,Species,Accepted,164385,209864-2,1,164385,209864-2,209864-2,Pouteria reticulata,Pouteria,reticulata,Species,Sapotaceae,,,Eyma,(Engl.) Eyma,tree,TRUE,276,2884054,Pouteria reticulata (Engl.) Eyma,EXACT,ACCEPTED,,2884054,Pouteria reticulata (Engl.) Eyma,EXACT,ACCEPTED,
Sapotaceae,Pouteria sclerocarpa,(Pittier) Cronquist,Pouteria sclerocarpa,Pouteria,sclerocarpa,,,POUTSC,Pouteria sclerocarpa,(Pittier) Cronquist,Species,Accepted,164431,209883-2,1,164431,209883-2,209883-2,Pouteria sclerocarpa,Pouteria,sclerocarpa,Species,Sapotaceae,,,Cronquist,(Pittier) Cronquist,tree,TRUE,277,2884932,Pouteria sclerocarpa (Pittier) Cronquist,EXACT,ACCEPTED,,2884932,Pouteria sclerocarpa (Pittier) Cronquist,EXACT,ACCEPTED,
Sapotaceae,Pouteria subrotata,Cronquist,Pouteria subrotata,Pouteria,subrotata,,,POUTSU,Pouteria subrotata,Cronquist,Species,Accepted,164478,209903-2,1,164478,209903-2,209903-2,Pouteria subrotata,Pouteria,subrotata,Species,Sapotaceae,,,Cronquist,Cronquist,tree,TRUE,278,2884740,Pouteria subrotata Cronquist,EXACT,ACCEPTED,,2884740,Pouteria subrotata Cronquist,EXACT,ACCEPTED,
Sapotaceae,Pouteria torta,Radlk.,Pouteria torta,Pouteria,torta,,,POUTTO,Pouteria torta,(Mart.) Radlk.,Species,Accepted,164499,789233-1,1,164499,789233-1,789233-1,Pouteria torta,Pouteria,torta,Species,Sapotaceae,,,Radlk.,(Mart.) Radlk.,tree,TRUE,279,2884812,Pouteria torta (Mart.) Radlk.,EXACT,ACCEPTED,,2884812,Pouteria torta (Mart.) Radlk.,EXACT,ACCEPTED,
Burseraceae,Protium confusum,(Rose) Pittier,Protium confusum,Protium,confusum,,,PROTSP,Protium confusum,(Rose) Pittier,Species,Accepted,2412242,210510-2,1,2412242,210510-2,210510-2,Protium confusum,Protium,confusum,Species,Burseraceae,,,Pittier,(Rose) Pittier,tree,TRUE,280,3993929,Protium confusum (Rose) Pittier,EXACT,ACCEPTED,,3993929,Protium confusum (Rose) Pittier,EXACT,ACCEPTED,
Burseraceae,Protium costaricense,Engl.,Protium costaricense,Protium,costaricense,,,PROTCO,Protium costaricense,(Rose) Engl.,Species,Accepted,2412236,210517-2,1,2412236,210517-2,210517-2,Protium costaricense,Protium,costaricense,Species,Burseraceae,,,Engl.,(Rose) Engl.,tree,TRUE,281,3993783,Protium costaricense (Rose) Engl.,EXACT,ACCEPTED,,3993783,Protium costaricense (Rose) Engl.,EXACT,ACCEPTED,
Burseraceae,Protium guianense,Marchand,Protium guianense,Protium,guianense,,,PROTGU,Protium guianense,(Aubl.) Marchand,Species,Accepted,2412253,128337-1,1,2412253,128337-1,128337-1,Protium guianense,Protium,guianense,Species,Burseraceae,,,Marchand,(Aubl.) Marchand,tree,TRUE,282,3993081,Protium guianense (Aubl.) Marchand,EXACT,ACCEPTED,,3993081,Protium guianense (Aubl.) Marchand,EXACT,ACCEPTED,
Burseraceae,Protium panamense,(Rose) I.M.Johnst.,Protium panamense,Protium,panamense,,,PROTPA,Protium panamense,(Rose) I.M.Johnst.,Species,Accepted,2413386,210603-2,1,2413386,210603-2,210603-2,Protium panamense,Protium,panamense,Species,Burseraceae,,,I.M.Johnst.,(Rose) I.M.Johnst.,tree,TRUE,283,3993834,Protium panamense (Rose) I.M.Johnst.,EXACT,ACCEPTED,,3993834,Protium panamense (Rose) I.M.Johnst.,EXACT,ACCEPTED,
Burseraceae,Protium stevensonii,(Standl.) Daly,Protium stevensonii,Protium,stevensonii,,,TET2PA,Protium stevensonii,(Standl.) Daly,Species,Accepted,3236786,77202519-1,1,3236786,77202519-1,77202519-1,Protium stevensonii,Protium,stevensonii,Species,Burseraceae,,,Daly,(Standl.) Daly,shrub or tree,TRUE,284,11108033,Protium stevensonii (Standl.) Daly,EXACT,SYNONYM,Tetragastris panamensis (Engl.) Kuntze,11108033,Protium stevensonii (Standl.) Daly,EXACT,SYNONYM,Tetragastris panamensis (Engl.) Kuntze
Burseraceae,Protium tenuifolium,Engl.,Protium tenuifolium,Protium,tenuifolium,,,PROTTE,Protium tenuifolium,(Engl.) Engl.,Species,Accepted,2414336,128424-1,1,2414336,128424-1,128424-1,Protium tenuifolium,Protium,tenuifolium,Species,Burseraceae,,,Engl.,(Engl.) Engl.,tree,TRUE,285,7286790,Protium tenuifolium (Engl.) Engl.,EXACT,ACCEPTED,,7286790,Protium tenuifolium (Engl.) Engl.,EXACT,ACCEPTED,
Moraceae,Pseudolmedia spuria,Griseb.,Pseudolmedia spuria,Pseudolmedia,spuria,,,PSE2SP,Pseudolmedia spuria,(Sw.) Griseb.,Species,Accepted,2547636,856396-1,1,2547636,856396-1,856396-1,Pseudolmedia spuria,Pseudolmedia,spuria,Species,Moraceae,,,Griseb.,(Sw.) Griseb.,tree,TRUE,286,2984543,Pseudolmedia spuria (Sw.) Griseb.,EXACT,ACCEPTED,,2984543,Pseudolmedia spuria (Sw.) Griseb.,EXACT,ACCEPTED,
Rubiaceae,Psychotria biaristata,Bartl. ex DC.,Psychotria biaristata,Psychotria,biaristata,,,,Psychotria biaristata,Bartl. ex DC.,Species,Accepted,167346,761479-1,1,167346,761479-1,761479-1,Psychotria biaristata,Psychotria,biaristata,Species,Rubiaceae,,,Bartl. ex DC.,Bartl. ex DC.,shrub or tree,TRUE,287,2921957,Psychotria biaristata Bartl. ex DC.,EXACT,ACCEPTED,,2921957,Psychotria biaristata Bartl. ex DC.,EXACT,ACCEPTED,
Rubiaceae,Psychotria carthagenensis,Jacq.,Psychotria carthagenensis,Psychotria,carthagenensis,,,PSYCC3,Psychotria carthagenensis,Jacq.,Species,Accepted,167558,761655-1,1,167558,761655-1,761655-1,Psychotria carthagenensis,Psychotria,carthagenensis,Species,Rubiaceae,,,Jacq.,Jacq.,shrub or tree,TRUE,288,2920891,Psychotria carthagenensis Jacq.,EXACT,ACCEPTED,,2920891,Psychotria carthagenensis Jacq.,EXACT,ACCEPTED,
Rubiaceae,Psychotria panamensis,Standl.,Psychotria panamensis,Psychotria,panamensis,,,PSYCPA,Psychotria panamensis,Standl.,Species,Accepted,169133,213201-2,1,169133,213201-2,213201-2,Psychotria panamensis,Psychotria,panamensis,Species,Rubiaceae,,,Standl.,Standl.,shrub or tree,TRUE,289,2920358,Psychotria panamensis Standl.,EXACT,ACCEPTED,,2920358,Psychotria panamensis Standl.,EXACT,ACCEPTED,
Fabaceae,Pterocarpus rohrii,Vahl,Pterocarpus rohrii,Pterocarpus,rohrii,,,PTERRO,Pterocarpus rohrii,Vahl,Species,Accepted,2535332,516561-1,1,2535332,516561-1,516561-1,Pterocarpus rohrii,Pterocarpus,rohrii,Species,Fabaceae,,,Vahl,Vahl,tree,TRUE,290,5349322,Pterocarpus rohrii Vahl,EXACT,ACCEPTED,,5349322,Pterocarpus rohrii Vahl,EXACT,ACCEPTED,
Vochysiaceae,Qualea cymulosa,Schery,Qualea cymulosa,Qualea,cymulosa,,,QUALCY,Qualea cymulosa,Schery,Species,Accepted,2868161,215247-2,1,2868161,215247-2,215247-2,Qualea cymulosa,Qualea,cymulosa,Species,Vochysiaceae,,,Schery,Schery,tree,TRUE,291,4030467,Qualea cymulosa Schery,EXACT,ACCEPTED,,4030467,Qualea cymulosa Schery,EXACT,ACCEPTED,
Simaroubaceae,Quassia amara,L.,Quassia amara,Quassia,amara,,,QUASAM,Quassia amara,L.,Species,Accepted,2868415,814006-1,1,2868415,814006-1,814006-1,Quassia amara,Quassia,amara,Species,Simaroubaceae,,,L.,L.,shrub or tree,TRUE,292,3190647,Quassia amara L.,EXACT,ACCEPTED,,3190647,Quassia amara L.,EXACT,ACCEPTED,
Rubiaceae,Randia armata,(Sw.) DC.,Randia armata,Randia,armata,,,RANDAR,Randia armata,(Sw.) DC.,Species,Accepted,176164,1115268-2,1,176164,1115268-2,1115268-2,Randia armata,Randia,armata,Species,Rubiaceae,,,DC.,(Sw.) DC.,shrub or tree,TRUE,293,5339445,Randia armata (Sw.) DC.,EXACT,ACCEPTED,,5339445,Randia armata (Sw.) DC.,EXACT,ACCEPTED,
Rubiaceae,Randia grandifolia,Standl.,Randia grandifolia,Randia,grandifolia,,,RANDGR,Randia grandifolia,(Donn.Sm.) Standl.,Species,Accepted,176321,217016-2,1,176321,217016-2,217016-2,Randia grandifolia,Randia,grandifolia,Species,Rubiaceae,,,Standl.,(Donn.Sm.) Standl.,shrub or tree,TRUE,294,5339421,Randia grandifolia (Donn.Sm.) Standl.,EXACT,ACCEPTED,,5339421,Randia grandifolia (Donn.Sm.) Standl.,EXACT,ACCEPTED,
Violaceae,Rinorea apiculata,Hekking,Rinorea apiculata,Rinorea,apiculata,,,RINOAP,Rinorea apiculata,Hekking,Species,Synonym,2528466,221394-2,1,3237425,77201819-1,77201819-1,Bribria apiculata,Bribria,apiculata,Species,Violaceae,,,Wahlert & H.E.Ballard,(Hekking) Wahlert & H.E.Ballard,tree,TRUE,295,4077396,Rinorea apiculata Hekking,EXACT,SYNONYM,Bribria apiculata (Hekking) Wahlert & H.E.Ballard,10967984,Bribria apiculata (Hekking) Wahlert & H.E.Ballard,EXACT,ACCEPTED,
Violaceae,Rinorea squamata,S.F.Blake,Rinorea squamata,Rinorea,squamata,,,RINOSY,Rinorea squamata,S.F.Blake,Species,Accepted,2528567,221449-2,1,2528567,221449-2,221449-2,Rinorea squamata,Rinorea,squamata,Species,Violaceae,,,S.F.Blake,S.F.Blake,tree,TRUE,296,4077443,Rinorea squamata S.F.Blake,EXACT,ACCEPTED,,4077443,Rinorea squamata S.F.Blake,EXACT,ACCEPTED,
Violaceae,Rinorea sylvatica,Kuntze,Rinorea sylvatica,Rinorea,sylvatica,,,RINOSQ,Rinorea sylvatica,(Seem.) Kuntze,Species,Accepted,2528575,1215682-2,1,2528575,1215682-2,1215682-2,Rinorea sylvatica,Rinorea,sylvatica,Species,Violaceae,,,Kuntze,(Seem.) Kuntze,shrub or tree,TRUE,297,4077284,Rinorea sylvatica (Seem.) Kuntze,EXACT,ACCEPTED,,4077284,Rinorea sylvatica (Seem.) Kuntze,EXACT,ACCEPTED,
Salicaceae,Ryania speciosa,Vahl,Ryania speciosa,Ryania,speciosa,,,RYANSP,Ryania speciosa,Vahl,Species,Accepted,2923129,112052-1,1,2923129,112052-1,112052-1,Ryania speciosa,Ryania,speciosa,Species,Salicaceae,,,Vahl,Vahl,tree,TRUE,298,7342747,Ryania speciosa Vahl,EXACT,ACCEPTED,,7342747,Ryania speciosa Vahl,EXACT,ACCEPTED,
Euphorbiaceae,Sapium glandulosum,(L.) Morong,Sapium glandulosum,Sapium,glandulosum,,,SAPIAU,Sapium glandulosum,(L.) Morong,Species,Accepted,184338,227503-2,1,184338,227503-2,227503-2,Sapium glandulosum,Sapium,glandulosum,Species,Euphorbiaceae,,,Morong,(L.) Morong,tree,TRUE,299,5379918,Sapium glandulosum (L.) Morong,EXACT,ACCEPTED,,5379918,Sapium glandulosum (L.) Morong,EXACT,ACCEPTED,
Actinidiaceae,Saurauia yasicae,Loes.,Saurauia yasicae,Saurauia,yasicae,,,SAURLA,Saurauia yasicae,Loes.,Species,Accepted,2491123,228173-2,1,2491123,228173-2,228173-2,Saurauia yasicae,Saurauia,yasicae,Species,Actinidiaceae,,,Loes.,Loes.,shrub or tree,TRUE,300,7270715,Saurauia yasicae Loes.,EXACT,ACCEPTED,,7270715,Saurauia yasicae Loes.,EXACT,ACCEPTED,
Fabaceae,Schizolobium parahyba,(Vell.) S.F.Blake,Schizolobium parahyba,Schizolobium,parahyba,,,SCHIPA,Schizolobium parahyba,(Vell.) S.F.Blake,Species,Accepted,2490966,517988-1,1,2490966,517988-1,517988-1,Schizolobium parahyba,Schizolobium,parahyba,Species,Fabaceae,,,S.F.Blake,(Vell.) S.F.Blake,tree,TRUE,301,2945453,Schizolobium parahyba (Vell.) S.F.Blake,EXACT,ACCEPTED,,2945453,Schizolobium parahyba (Vell.) S.F.Blake,EXACT,ACCEPTED,
Fabaceae,Senna dariensis,(Britton & Rose) H.S.Irwin & Ba,Senna dariensis,Senna,dariensis,,,SENNDA,Senna dariensis,(Britton & Rose) H.S.Irwin & Barneby,Species,Accepted,2590593,911330-1,1,2590593,911330-1,911330-1,Senna dariensis,Senna,dariensis,Species,Fabaceae,,,H.S.Irwin & Barneby,(Britton & Rose) H.S.Irwin & Barneby,shrub or tree,TRUE,302,2956921,Senna dariensis (Britton & Rose) H.S.Irwin & Barneby,EXACT,ACCEPTED,,2956921,Senna dariensis (Britton & Rose) H.S.Irwin & Barneby,EXACT,ACCEPTED,
Rubiaceae,Simira maxonii,(Standl.) Steyerm.,Simira maxonii,Simira,maxonii,,,SIMIMA,Simira maxonii,(Standl.) Steyerm.,Species,Accepted,192327,236581-2,1,192327,236581-2,236581-2,Simira maxonii,Simira,maxonii,Species,Rubiaceae,,,Steyerm.,(Standl.) Steyerm.,tree,TRUE,303,5335269,Simira maxonii (Standl.) Steyerm.,EXACT,ACCEPTED,,5335269,Simira maxonii (Standl.) Steyerm.,EXACT,ACCEPTED,
Siparunaceae,Siparuna cuspidata,(Tul.) A.DC.,Siparuna cuspidata,Siparuna,cuspidata,,,SIPACU,Siparuna cuspidata,(Tul.) A.DC.,Species,Accepted,2588493,582248-1,1,2588493,582248-1,582248-1,Siparuna cuspidata,Siparuna,cuspidata,Species,Siparunaceae,,,A.DC.,(Tul.) A.DC.,shrub or tree,TRUE,304,3783134,Siparuna cuspidata (Tul.) A.DC.,EXACT,ACCEPTED,,3783134,Siparuna cuspidata (Tul.) A.DC.,EXACT,ACCEPTED,
Siparunaceae,Siparuna guianensis,Aubl.,Siparuna guianensis,Siparuna,guianensis,,,SIPAGU,Siparuna guianensis,Aubl.,Species,Accepted,2601416,582285-1,1,2601416,582285-1,582285-1,Siparuna guianensis,Siparuna,guianensis,Species,Siparunaceae,,,Aubl.,Aubl.,shrub or tree,TRUE,305,7264535,Siparuna guianensis Aubl.,EXACT,ACCEPTED,,7264535,Siparuna guianensis Aubl.,EXACT,ACCEPTED,
Siparunaceae,Siparuna pauciflora,(Beurl.) A.DC.,Siparuna pauciflora,Siparuna,pauciflora,,,SIPAPA,Siparuna pauciflora,(Beurl.) A.DC.,Species,Accepted,2602946,582342-1,1,2602946,582342-1,582342-1,Siparuna pauciflora,Siparuna,pauciflora,Species,Siparunaceae,,,A.DC.,(Beurl.) A.DC.,shrub or tree,TRUE,306,3782356,Siparuna pauciflora (Beurl.) A.DC.,EXACT,ACCEPTED,,3782356,Siparuna pauciflora (Beurl.) A.DC.,EXACT,ACCEPTED,
Siparunaceae,Siparuna thecaphora,(Poepp. & Endl.) A.DC.,Siparuna thecaphora,Siparuna,thecaphora,,,SIPATH,Siparuna thecaphora,(Poepp. & Endl.) A.DC.,Species,Accepted,2603001,582392-1,1,2603001,582392-1,582392-1,Siparuna thecaphora,Siparuna,thecaphora,Species,Siparunaceae,,,A.DC.,(Poepp. & Endl.) A.DC.,shrub or tree,TRUE,307,3782358,Siparuna thecaphora (Poepp. & Endl.) A.DC.,EXACT,ACCEPTED,,3782358,Siparuna thecaphora (Poepp. & Endl.) A.DC.,EXACT,ACCEPTED,
Elaeocarpaceae,Sloanea grandiflora,Sm.,Sloanea grandiflora,Sloanea,grandiflora,,,SLOAGR,Sloanea grandiflora,Sm.,Species,Accepted,2592334,835144-1,1,2592334,835144-1,835144-1,Sloanea grandiflora,Sloanea,grandiflora,Species,Elaeocarpaceae,,,Sm.,Sm.,tree,TRUE,308,5651212,Sloanea grandiflora Sm.,EXACT,ACCEPTED,,5651212,Sloanea grandiflora Sm.,EXACT,ACCEPTED,
Elaeocarpaceae,Sloanea terniflora,Standl.,Sloanea terniflora,Sloanea,terniflora,,,SLOATE,Sloanea terniflora,(Moc. & Sessé ex DC.) Standl.,Species,Accepted,2592471,324587-1,1,2592471,324587-1,324587-1,Sloanea terniflora,Sloanea,terniflora,Species,Elaeocarpaceae,,,Standl.,(Moc. & Sessé ex DC.) Standl.,tree,TRUE,309,5651141,Sloanea terniflora (Moc. & Sessé ex DC.) Standl.,EXACT,ACCEPTED,,5651141,Sloanea terniflora (Moc. & Sessé ex DC.) Standl.,EXACT,ACCEPTED,
Elaeocarpaceae,Sloanea zuliaensis,Pittier,Sloanea zuliaensis,Sloanea,zuliaensis,,,SLOAZU,Sloanea zuliaensis,Pittier,Species,Accepted,2592395,237492-2,1,2592395,237492-2,237492-2,Sloanea zuliaensis,Sloanea,zuliaensis,Species,Elaeocarpaceae,,,Pittier,Pittier,tree,TRUE,310,5651096,Sloanea zuliaensis Pittier,EXACT,ACCEPTED,,5651096,Sloanea zuliaensis Pittier,EXACT,ACCEPTED,
Arecaceae,Socratea exorrhiza,(Mart.) H.Wendl.,Socratea exorrhiza,Socratea,exorrhiza,,,SOCREX,Socratea exorrhiza,(Mart.) H.Wendl.,Species,Accepted,192767,1200702-2,1,192767,1200702-2,1200702-2,Socratea exorrhiza,Socratea,exorrhiza,Species,Arecaceae,,,H.Wendl.,(Mart.) H.Wendl.,tree,TRUE,311,2732453,Socratea exorrhiza (Mart.) H.Wendl.,EXACT,ACCEPTED,,2732453,Socratea exorrhiza (Mart.) H.Wendl.,EXACT,ACCEPTED,
Solanaceae,Solanum arboreum,Dunal,Solanum arboreum,Solanum,arboreum,,,SOLAAR,Solanum arboreum,Humb. & Bonpl. ex Dunal,Species,Accepted,3031502,818300-1,1,3031502,818300-1,818300-1,Solanum arboreum,Solanum,arboreum,Species,Solanaceae,,,Humb. & Bonpl. ex Dunal,Humb. & Bonpl. ex Dunal,,TRUE,312,2931033,Solanum arboreum Humb. & Bonpl. ex Dunal,EXACT,ACCEPTED,,2931033,Solanum arboreum Humb. & Bonpl. ex Dunal,EXACT,ACCEPTED,
Solanaceae,Solanum argenteum,Dunal,Solanum argenteum,Solanum,argenteum,,,SOLAA1,Solanum argenteum,Dunal,Species,Accepted,3031506,330637-2,1,3031506,330637-2,330637-2,Solanum argenteum,Solanum,argenteum,Species,Solanaceae,,,Dunal,Dunal,,TRUE,313,8080790,Solanum argenteum Dunal ex Poir.,EXACT,ACCEPTED,,8080790,Solanum argenteum Dunal ex Poir.,EXACT,ACCEPTED,
Solanaceae,Solanum splendens,(Dunal) Bohs,Solanum splendens,Solanum,splendens,,,CYPHHA,Solanum splendens,(Dunal) Bohs,Species,Accepted,3035565,77178345-1,1,3035565,77178345-1,77178345-1,Solanum splendens,Solanum,splendens,Species,Solanaceae,,,Bohs,(Dunal) Bohs,tree,TRUE,314,9478958,Solanum splendens (Dunal) Bohs,EXACT,ACCEPTED,,9478958,Solanum splendens (Dunal) Bohs,EXACT,ACCEPTED,
Moraceae,Sorocea affinis,Hemsl.,Sorocea affinis,Sorocea,affinis,,,SOROAF,Sorocea affinis,Hemsl.,Species,Accepted,2602797,856562-1,1,2602797,856562-1,856562-1,Sorocea affinis,Sorocea,affinis,Species,Moraceae,,,Hemsl.,Hemsl.,shrub or tree,TRUE,315,3763103,Sorocea affinis Hemsl.,EXACT,ACCEPTED,,3763103,Sorocea affinis Hemsl.,EXACT,ACCEPTED,
Moraceae,Sorocea pubivena,Hemsl.,Sorocea pubivena,Sorocea,pubivena,,,SOROPU,Sorocea pubivena,Hemsl.,Species,Accepted,2602908,856575-1,1,2602908,856575-1,856575-1,Sorocea pubivena,Sorocea,pubivena,Species,Moraceae,,,Hemsl.,Hemsl.,shrub or tree,TRUE,316,7262377,Sorocea pubivena Hemsl.,EXACT,ACCEPTED,,7262377,Sorocea pubivena Hemsl.,EXACT,ACCEPTED,
Anacardiaceae,Spondias mombin,L.,Spondias mombin,Spondias,mombin,,,SPONMO,Spondias mombin,L.,Species,Accepted,2480696,71480-1,1,2480696,71480-1,71480-1,Spondias mombin,Spondias,mombin,Species,Anacardiaceae,,,L.,L.,tree,TRUE,317,3190593,Spondias mombin L.,EXACT,PROVISIONALLY_ACCEPTED,,3190593,Spondias mombin L.,EXACT,PROVISIONALLY_ACCEPTED,
Anacardiaceae,Spondias radlkoferi,Donn.Sm.,Spondias radlkoferi,Spondias,radlkoferi,,,SPONRA,Spondias radlkoferi,Donn.Sm.,Species,Accepted,2480700,242911-2,1,2480700,242911-2,242911-2,Spondias radlkoferi,Spondias,radlkoferi,Species,Anacardiaceae,,,Donn.Sm.,Donn.Sm.,tree,TRUE,318,3660942,Spondias radlkoferi Donn.Sm.,EXACT,ACCEPTED,,3660942,Spondias radlkoferi Donn.Sm.,EXACT,ACCEPTED,
Rubiaceae,Stenostomum acreanum,(K.Krause) Achille & Delprete,Stenostomum acreanum,Stenostomum,acreanum,,,,Stenostomum acreanum,(K.Krause) Achille & Delprete,Species,Accepted,461575,77107342-1,1,461575,77107342-1,77107342-1,Stenostomum acreanum,Stenostomum,acreanum,Species,Rubiaceae,,,Achille & Delprete,(K.Krause) Achille & Delprete,shrub or tree,TRUE,319,6288508,Stenostomum acreanum (K.Krause) Achille & Delprete,EXACT,ACCEPTED,,6288508,Stenostomum acreanum (K.Krause) Achille & Delprete,EXACT,ACCEPTED,
Malvaceae,Sterculia recordiana,Standl.,Sterculia recordiana,Sterculia,recordiana,,,STERRE,Sterculia recordiana,Standl.,Species,Accepted,2580042,245176-2,1,2580042,245176-2,245176-2,Sterculia recordiana,Sterculia,recordiana,Species,Malvaceae,,,Standl.,Standl.,tree,TRUE,320,7694287,Sterculia recordiana Standl.,EXACT,ACCEPTED,,7694287,Sterculia recordiana Standl.,EXACT,ACCEPTED,
Loganiaceae,Strychnos panamensis,Seem.,Strychnos panamensis,Strychnos,panamensis,,,,Strychnos panamensis,Seem.,Species,Accepted,2598082,547390-1,1,2598082,547390-1,547390-1,Strychnos panamensis,Strychnos,panamensis,Species,Loganiaceae,,,Seem.,Seem.,climber,TRUE,321,7289427,Strychnos panamensis Seem.,EXACT,ACCEPTED,,7289427,Strychnos panamensis Seem.,EXACT,ACCEPTED,
Primulaceae,Stylogyne turbacensis,(Kunth) Mez,Stylogyne turbacensis,Stylogyne,turbacensis,,,STYLST,Stylogyne turbacensis,(Kunth) Mez,Species,Accepted,2603184,247490-2,1,2603184,247490-2,247490-2,Stylogyne turbacensis,Stylogyne,turbacensis,Species,Primulaceae,,,Mez,(Kunth) Mez,shrub or tree,TRUE,322,7331069,Stylogyne turbacensis (Kunth) Mez,EXACT,ACCEPTED,,7331069,Stylogyne turbacensis (Kunth) Mez,EXACT,ACCEPTED,
Fabaceae,Swartzia myrtifolia,Sm.,Swartzia myrtifolia,Swartzia,myrtifolia,,,,Swartzia myrtifolia,Sm.,Species,Accepted,2598722,519964-1,1,2598722,519964-1,519964-1,Swartzia myrtifolia,Swartzia,myrtifolia,Species,Fabaceae,,,Sm.,Sm.,tree,TRUE,323,5352005,Swartzia myrtifolia Sm.,EXACT,ACCEPTED,,5352005,Swartzia myrtifolia Sm.,EXACT,ACCEPTED,
Fabaceae,Swartzia robiniifolia,Willd. ex Vogel,Swartzia robiniifolia,Swartzia,robiniifolia,,,,Swartzia robiniifolia,Willd. ex Vogel,Species,Accepted,2598766,520009-1,1,2598766,520009-1,520009-1,Swartzia robiniifolia,Swartzia,robiniifolia,Species,Fabaceae,,,Willd. ex Vogel,Willd. ex Vogel,tree,TRUE,324,5351904,Swartzia robiniifolia Willd. ex Vogel,EXACT,ACCEPTED,,5351904,Swartzia robiniifolia Willd. ex Vogel,EXACT,ACCEPTED,
